Word,Correct
cnetury,0
cetnury,0
cetury,0
cetnury,0
cenutry,0
cenury,0
cenutry,0
centruy,0
centry,0
centruy,0
centuyr,0
centuy,0
centuyr,0
certain,1
ecrtain,0
ecrtain,0
cretain,0
crtain,0
cretain,0
cetrain,0
cetain,0
cetrain,0
ceratin,0
cerain,0
ceratin,0
certian,0
certin,0
certian,0
certani,0
certan,0
certani,0
certainly,1
ecrtainly,0
ecrtainly,0
cretainly,0
crtainly,0
cretainly,0
cetrainly,0
cetainly,0
cetrainly,0
ceratinly,0
cerainly,0
ceratinly,0
certianly,0
certinly,0
certianly,0
certanily,0
certanly,0
certanily,0
certailny,0
certaily,0
certailny,0
certainyl,0
certainy,0
certainyl,0
chair,1
hcair,0
hcair,0
cahir,0
cair,0
cahir,0
chiar,0
chir,0
chiar,0
chari,0
char,0
chari,0
challenge,1
hcallenge,0
hcallenge,0
cahllenge,0
callenge,0
cahllenge,0
chlalenge,0
chllenge,0
chlalenge,0
challenge,0
chalenge,0
challenge,0
chalelnge,0
chalenge,0
chalelnge,0
challnege,0
challnge,0
challnege,0
challegne,0
challege,0
challegne,0
challeneg,0
challene,0
challeneg,0
chance,1
hcance,0
hcance,0
cahnce,0
cance,0
cahnce,0
chnace,0
chnce,0
chnace,0
chacne,0
chace,0
chacne,0
chanec,0
chane,0
chanec,0
change,1
hcange,0
hcange,0
cahnge,0
cange,0
cahnge,0
chnage,0
chnge,0
chnage,0
chagne,0
chage,0
chagne,0
chaneg,0
chane,0
chaneg,0
character,1
hcaracter,0
hcaracter,0
cahracter,0
caracter,0
cahracter,0
chraacter,0
chracter,0
chraacter,0
chaarcter,0
chaacter,0
chaarcter,0
charcater,0
charcter,0
charcater,0
charatcer,0
charater,0
charatcer,0
characetr,0
characer,0
characetr,0
charactre,0
charactr,0
charactre,0
charge,1
hcarge,0
hcarge,0
cahrge,0
carge,0
cahrge,0
chrage,0
chrge,0
chrage,0
chagre,0
chage,0
chagre,0
chareg,0
chare,0
chareg,0
check,1
hceck,0
hceck,0
cehck,0
ceck,0
cehck,0
chcek,0
chck,0
chcek,0
chekc,0
chek,0
chekc,0
child,1
hcild,0
hcild,0
cihld,0
cild,0
cihld,0
chlid,0
chld,0
chlid,0
chidl,0
chid,0
chidl,0
choice,1
hcoice,0
hcoice,0
cohice,0
coice,0
cohice,0
chioce,0
chice,0
chioce,0
chocie,0
choce,0
chocie,0
choiec,0
choie,0
choiec,0
debate,1
edbate,0
edbate,0
dbeate,0
dbate,0
dbeate,0
deabte,0
deate,0
deabte,0
debtae,0
debte,0
debtae,0
debaet,0
debae,0
debaet,0
decade,1
edcade,0
edcade,0
dceade,0
dcade,0
dceade,0
deacde,0
deade,0
deacde,0
decdae,0
decde,0
decdae,0
decaed,0
decae,0
decaed,0
decide,1
edcide,0
edcide,0
dceide,0
dcide,0
dceide,0
deicde,0
deide,0
deicde,0
decdie,0
decde,0
decdie,0
decied,0
decie,0
decied,0
decision,1
edcision,0
edcision,0
dceision,0
dcision,0
dceision,0
deicsion,0
deision,0
deicsion,0
decsiion,0
decsion,0
decsiion,0
deciison,0
deciion,0
deciison,0
decisoin,0
decison,0
decisoin,0
decisino,0
decisin,0
decisino,0
deep,1
edep,0
edep,0
deep,0
dep,0
deep,0
depe,0
dep,0
depe,0
defense,1
edfense,0
edfense,0
dfeense,0
dfense,0
dfeense,0
deefnse,0
deense,0
deefnse,0
defnese,0
defnse,0
defnese,0
defesne,0
defese,0
defesne,0
defenes,0
defene,0
defenes,0
degree,1
edgree,0
edgree,0
dgeree,0
dgree,0
dgeree,0
dergee,0
deree,0
dergee,0
degere,0
degee,0
degere,0
degree,0
degre,0
degree,0
Democrat,1
eDmocrat,0
eDmocrat,0
Dmeocrat,0
Dmocrat,0
Dmeocrat,0
Deomcrat,0
Deocrat,0
Deomcrat,0
Demcorat,0
Demcrat,0
Demcorat,0
Demorcat,0
Demorat,0
Demorcat,0
Democart,0
Democat,0
Democart,0
Democrta,0
Democrt,0
Democrta,0
democratic,1
edmocratic,0
edmocratic,0
dmeocratic,0
dmocratic,0
dmeocratic,0
deomcratic,0
deocratic,0
deomcratic,0
demcoratic,0
demcratic,0
demcoratic,0
demorcatic,0
demoratic,0
demorcatic,0
democartic,0
democatic,0
democartic,0
democrtaic,0
democrtic,0
democrtaic,0
democraitc,0
democraic,0
democraitc,0
democratci,0
democratc,0
democratci,0
describe,1
edscribe,0
edscribe,0
dsecribe,0
dscribe,0
dsecribe,0
decsribe,0
decribe,0
decsribe,0
desrcibe,0
desribe,0
desrcibe,0
descirbe,0
descibe,0
descirbe,0
descrbie,0
descrbe,0
descrbie,0
descrieb,0
descrie,0
descrieb,0
design,1
edsign,0
edsign,0
dseign,0
dsign,0
dseign,0
deisgn,0
deign,0
deisgn,0
desgin,0
desgn,0
desgin,0
desing,0
desin,0
desing,0
despite,1
edspite,0
edspite,0
dsepite,0
dspite,0
dsepite,0
depsite,0
depite,0
depsite,0
desipte,0
desite,0
desipte,0
desptie,0
despte,0
desptie,0
despiet,0
despie,0
despiet,0
environment,1
nevironment,0
nevironment,0
evnironment,0
evironment,0
evnironment,0
enivronment,0
enironment,0
enivronment,0
envrionment,0
envronment,0
envrionment,0
enviornment,0
envionment,0
enviornment,0
envirnoment,0
envirnment,0
envirnoment,0
enviromnent,0
enviroment,0
enviromnent,0
environemnt,0
environent,0
environemnt,0
environmnet,0
environmnt,0
environmnet,0
environmetn,0
environmet,0
environmetn,0
environmental,1
nevironmental,0
nevironmental,0
evnironmental,0
evironmental,0
evnironmental,0
enivronmental,0
enironmental,0
enivronmental,0
envrionmental,0
envronmental,0
envrionmental,0
enviornmental,0
envionmental,0
enviornmental,0
envirnomental,0
envirnmental,0
envirnomental,0
enviromnental,0
enviromental,0
enviromnental,0
environemntal,0
environental,0
environemntal,0
environmnetal,0
environmntal,0
environmnetal,0
environmetnal,0
environmetal,0
environmetnal,0
environmenatl,0
environmenal,0
environmenatl,0
environmentla,0
environmentl,0
environmentla,0
especially,1
sepecially,0
sepecially,0
epsecially,0
epecially,0
epsecially,0
esepcially,0
esecially,0
esepcially,0
espceially,0
espcially,0
espceially,0
espeically,0
espeially,0
espeically,0
especailly,0
especally,0
especailly,0
especilaly,0
especilly,0
especilaly,0
especially,0
especialy,0
especially,0
especialyl,0
especialy,0
especialyl,0
establish,1
setablish,0
setablish,0
etsablish,0
etablish,0
etsablish,0
esatblish,0
esablish,0
esatblish,0
estbalish,0
estblish,0
estbalish,0
estalbish,0
estalish,0
estalbish,0
estabilsh,0
estabish,0
estabilsh,0
establsih,0
establsh,0
establsih,0
establihs,0
establih,0
establihs,0
even,1
veen,0
veen,0
eevn,0
een,0
eevn,0
evne,0
evn,0
evne,0
evening,1
veening,0
veening,0
eevning,0
eening,0
eevning,0
evneing,0
evning,0
evneing,0
eveinng,0
eveing,0
eveinng,0
evennig,0
evenng,0
evennig,0
evenign,0
evenig,0
evenign,0
event,1
veent,0
veent,0
eevnt,0
eent,0
eevnt,0
evnet,0
evnt,0
evnet,0
evetn,0
evet,0
evetn,0
ever,1
veer,0
veer,0
eevr,0
eer,0
eevr,0
evre,0
evr,0
evre,0
every,1
veery,0
veery,0
eevry,0
eery,0
eevry,0
evrey,0
evry,0
evrey,0
eveyr,0
evey,0
eveyr,0
everybody,1
veerybody,0
veerybody,0
eevrybody,0
eerybody,0
eevrybody,0
evreybody,0
evrybody,0
evreybody,0
eveyrbody,0
eveybody,0
eveyrbody,0
everbyody,0
everbody,0
everbyody,0
everyobdy,0
everyody,0
everyobdy,0
everybdoy,0
everybdy,0
everybdoy,0
everyboyd,0
everyboy,0
everyboyd,0
everyone,1
veeryone,0
veeryone,0
eevryone,0
eeryone,0
eevryone,0
evreyone,0
evryone,0
evreyone,0
eveyrone,0
eveyone,0
eveyrone,0
everoyne,0
everone,0
everoyne,0
everynoe,0
everyne,0
everynoe,0
everyoen,0
everyoe,0
everyoen,0
everything,1
veerything,0
veerything,0
eevrything,0
eerything,0
eevrything,0
evreything,0
evrything,0
evreything,0
eveyrthing,0
eveything,0
eveyrthing,0
evertyhing,0
everthing,0
evertyhing,0
everyhting,0
everyhing,0
everyhting,0
everytihng,0
everyting,0
everytihng,0
everythnig,0
everythng,0
everythnig,0
everythign,0
everythig,0
everythign,0
force,1
ofrce,0
ofrce,0
froce,0
frce,0
froce,0
focre,0
foce,0
focre,0
forec,0
fore,0
forec,0
foreign,1
ofreign,0
ofreign,0
froeign,0
freign,0
froeign,0
foerign,0
foeign,0
foerign,0
foriegn,0
forign,0
foriegn,0
foregin,0
foregn,0
foregin,0
foreing,0
forein,0
foreing,0
forget,1
ofrget,0
ofrget,0
froget,0
frget,0
froget,0
fogret,0
foget,0
fogret,0
foregt,0
foret,0
foregt,0
forgte,0
forgt,0
forgte,0
form,1
ofrm,0
ofrm,0
from,0
frm,0
from,0
fomr,0
fom,0
fomr,0
former,1
ofrmer,0
ofrmer,0
fromer,0
frmer,0
fromer,0
fomrer,0
fomer,0
fomrer,0
foremr,0
forer,0
foremr,0
formre,0
formr,0
formre,0
forward,1
ofrward,0
ofrward,0
froward,0
frward,0
froward,0
fowrard,0
foward,0
fowrard,0
forawrd,0
forard,0
forawrd,0
forwrad,0
forwrd,0
forwrad,0
forwadr,0
forwad,0
forwadr,0
four,1
ofur,0
ofur,0
fuor,0
fur,0
fuor,0
foru,0
for,0
foru,0
free,1
rfee,0
rfee,0
fere,0
fee,0
fere,0
free,0
fre,0
free,0
friend,1
rfiend,0
rfiend,0
firend,0
fiend,0
firend,0
freind,0
frend,0
freind,0
frined,0
frind,0
frined,0
friedn,0
fried,0
friedn,0
from,1
rfom,0
rfom,0
form,0
fom,0
form,0
frmo,0
frm,0
frmo,0
front,1
rfont,0
rfont,0
fornt,0
font,0
fornt,0
frnot,0
frnt,0
frnot,0
frotn,0
frot,0
frotn,0
full,1
ufll,0
ufll,0
flul,0
fll,0
flul,0
full,0
ful,0
full,0
good,1
ogod,0
ogod,0
good,0
god,0
good,0
godo,0
god,0
godo,0
government,1
ogvernment,0
ogvernment,0
gvoernment,0
gvernment,0
gvoernment,0
goevrnment,0
goernment,0
goevrnment,0
govrenment,0
govrnment,0
govrenment,0
govenrment,0
govenment,0
govenrment,0
govermnent,0
goverment,0
govermnent,0
governemnt,0
governent,0
governemnt,0
governmnet,0
governmnt,0
governmnet,0
governmetn,0
governmet,0
governmetn,0
great,1
rgeat,0
rgeat,0
gerat,0
geat,0
gerat,0
graet,0
grat,0
graet,0
greta,0
gret,0
greta,0
green,1
rgeen,0
rgeen,0
geren,0
geen,0
geren,0
green,0
gren,0
green,0
grene,0
gren,0
grene,0
ground,1
rgound,0
rgound,0
gorund,0
gound,0
gorund,0
gruond,0
grund,0
gruond,0
gronud,0
grond,0
gronud,0
groudn,0
groud,0
groudn,0
group,1
rgoup,0
rgoup,0
gorup,0
goup,0
gorup,0
gruop,0
grup,0
gruop,0
gropu,0
grop,0
gropu,0
grow,1
rgow,0
rgow,0
gorw,0
gow,0
gorw,0
grwo,0
grw,0
grwo,0
growth,1
rgowth,0
rgowth,0
gorwth,0
gowth,0
gorwth,0
grwoth,0
grwth,0
grwoth,0
grotwh,0
groth,0
grotwh,0
growht,0
growh,0
growht,0
guess,1
ugess,0
ugess,0
geuss,0
gess,0
geuss,0
guses,0
guss,0
guses,0
guess,0
gues,0
guess,0
gun,1
ugn,0
ugn,0
gnu,0
gn,0
gnu,0
guy,1
ugy,0
ugy,0
gyu,0
gy,0
gyu,0
history,1
ihstory,0
ihstory,0
hsitory,0
hstory,0
hsitory,0
hitsory,0
hitory,0
hitsory,0
hisotry,0
hisory,0
hisotry,0
histroy,0
histry,0
histroy,0
histoyr,0
histoy,0
histoyr,0
hit,1
iht,0
iht,0
hti,0
ht,0
hti,0
hold,1
ohld,0
ohld,0
hlod,0
hld,0
hlod,0
hodl,0
hod,0
hodl,0
home,1
ohme,0
ohme,0
hmoe,0
hme,0
hmoe,0
hoem,0
hoe,0
hoem,0
hope,1
ohpe,0
ohpe,0
hpoe,0
hpe,0
hpoe,0
hoep,0
hoe,0
hoep,0
hospital,1
ohspital,0
ohspital,0
hsopital,0
hspital,0
hsopital,0
hopsital,0
hopital,0
hopsital,0
hosiptal,0
hosital,0
hosiptal,0
hosptial,0
hosptal,0
hosptial,0
hospiatl,0
hospial,0
hospiatl,0
hospitla,0
hospitl,0
hospitla,0
hot,1
oht,0
oht,0
hto,0
ht,0
hto,0
hotel,1
ohtel,0
ohtel,0
htoel,0
htel,0
htoel,0
hoetl,0
hoel,0
hoetl,0
hotle,0
hotl,0
hotle,0
hour,1
ohur,0
ohur,0
huor,0
hur,0
huor,0
horu,0
hor,0
horu,0
house,1
ohuse,0
ohuse,0
huose,0
huse,0
huose,0
hosue,0
hose,0
hosue,0
houes,0
houe,0
houes,0
how,1
ohw,0
ohw,0
hwo,0
hw,0
hwo,0
however,1
ohwever,0
ohwever,0
hwoever,0
hwever,0
hwoever,0
hoewver,0
hoever,0
hoewver,0
howveer,0
howver,0
howveer,0
howeevr,0
howeer,0
howeevr,0
howevre,0
howevr,0
howevre,0
huge,1
uhge,0
uhge,0
hgue,0
hge,0
hgue,0
hueg,0
hue,0
hueg,0
increase,1
nicrease,0
nicrease,0
icnrease,0
icrease,0
icnrease,0
inrcease,0
inrease,0
inrcease,0
incerase,0
incease,0
incerase,0
incraese,0
incrase,0
incraese,0
incresae,0
increse,0
incresae,0
increaes,0
increae,0
increaes,0
indeed,1
nideed,0
nideed,0
idneed,0
ideed,0
idneed,0
ineded,0
ineed,0
ineded,0
indeed,0
inded,0
indeed,0
indede,0
inded,0
indede,0
indicate,1
nidicate,0
nidicate,0
idnicate,0
idicate,0
idnicate,0
inidcate,0
inicate,0
inidcate,0
indciate,0
indcate,0
indciate,0
indiacte,0
indiate,0
indiacte,0
indictae,0
indicte,0
indictae,0
indicaet,0
indicae,0
indicaet,0
individual,1
nidividual,0
nidividual,0
idnividual,0
idividual,0
idnividual,0
inidvidual,0
inividual,0
inidvidual,0
indviidual,0
indvidual,0
indviidual,0
indiivdual,0
indiidual,0
indiivdual,0
indivdiual,0
indivdual,0
indivdiual,0
indiviudal,0
indiviual,0
indiviudal,0
individaul,0
individal,0
individaul,0
individula,0
individul,0
individula,0
industry,1
nidustry,0
nidustry,0
idnustry,0
idustry,0
idnustry,0
inudstry,0
inustry,0
inudstry,0
indsutry,0
indstry,0
indsutry,0
indutsry,0
indutry,0
indutsry,0
indusrty,0
indusry,0
indusrty,0
industyr,0
industy,0
industyr,0
information,1
niformation,0
niformation,0
ifnormation,0
iformation,0
ifnormation,0
inofrmation,0
inormation,0
inofrmation,0
infromation,0
infrmation,0
infromation,0
infomration,0
infomation,0
infomration,0
inforamtion,0
inforation,0
inforamtion,0
informtaion,0
informtion,0
informtaion,0
informaiton,0
informaion,0
informaiton,0
informatoin,0
informaton,0
informatoin,0
informatino,0
informatin,0
informatino,0
inside,1
niside,0
niside,0
isnide,0
iside,0
isnide,0
inisde,0
inide,0
inisde,0
insdie,0
insde,0
insdie,0
insied,0
insie,0
insied,0
instead,1
nistead,0
nistead,0
isntead,0
istead,0
isntead,0
intsead,0
intead,0
intsead,0
insetad,0
insead,0
insetad,0
instaed,0
instad,0
instaed,0
insteda,0
insted,0
insteda,0
institution,1
nistitution,0
nistitution,0
isntitution,0
istitution,0
isntitution,0
intsitution,0
intitution,0
intsitution,0
insittution,0
insitution,0
insittution,0
insttiution,0
insttution,0
insttiution,0
instiuttion,0
instiution,0
instiuttion,0
instittuion,0
instittion,0
instittuion,0
instituiton,0
instituion,0
instituiton,0
institutoin,0
instituton,0
institutoin,0
institutino,0
institutin,0
institutino,0
interest,1
niterest,0
niterest,0
itnerest,0
iterest,0
itnerest,0
inetrest,0
inerest,0
inetrest,0
intreest,0
intrest,0
intreest,0
inteerst,0
inteest,0
inteerst,0
interset,0
interst,0
interset,0
interets,0
interet,0
interets,0
interesting,1
niteresting,0
niteresting,0
itneresting,0
iteresting,0
itneresting,0
inetresting,0
ineresting,0
inetresting,0
intreesting,0
intresting,0
intreesting,0
inteersting,0
inteesting,0
inteersting,0
interseting,0
intersting,0
interseting,0
interetsing,0
intereting,0
interetsing,0
interesitng,0
interesing,0
interesitng,0
interestnig,0
interestng,0
interestnig,0
interestign,0
interestig,0
interestign,0
international,1
niternational,0
niternational,0
itnernational,0
iternational,0
itnernational,0
inetrnational,0
inernational,0
inetrnational,0
intrenational,0
intrnational,0
intrenational,0
intenrational,0
intenational,0
intenrational,0
interantional,0
interational,0
interantional,0
interntaional,0
interntional,0
interntaional,0
internaitonal,0
internaional,0
internaitonal,0
internatoinal,0
internatonal,0
internatoinal,0
internatinoal,0
internatinal,0
internatinoal,0
internatioanl,0
internatioal,0
internatioanl,0
internationla,0
internationl,0
internationla,0
interview,1
niterview,0
niterview,0
itnerview,0
iterview,0
itnerview,0
inetrview,0
inerview,0
inetrview,0
intreview,0
intrview,0
intreview,0
intevriew,0
inteview,0
intevriew,0
interivew,0
interiew,0
interivew,0
interveiw,0
intervew,0
interveiw,0
interviwe,0
interviw,0
interviwe,0
job,1
ojb,0
ojb,0
jbo,0
jb,0
jbo,0
join,1
ojin,0
ojin,0
jion,0
jin,0
jion,0
joni,0
jon,0
joni,0
just,1
ujst,0
ujst,0
jsut,0
jst,0
jsut,0
juts,0
jut,0
juts,0
kid,1
ikd,0
ikd,0
kdi,0
kd,0
kdi,0
kill,1
ikll,0
ikll,0
klil,0
kll,0
klil,0
kill,0
kil,0
kill,0
kind,1
iknd,0
iknd,0
knid,0
knd,0
knid,0
kidn,0
kid,0
kidn,0
kitchen,1
iktchen,0
iktchen,0
ktichen,0
ktchen,0
ktichen,0
kicthen,0
kichen,0
kicthen,0
kithcen,0
kithen,0
kithcen,0
kitcehn,0
kitcen,0
kitcehn,0
kitchne,0
kitchn,0
kitchne,0
know,1
nkow,0
nkow,0
konw,0
kow,0
konw,0
knwo,0
knw,0
knwo,0
knowledge,1
nkowledge,0
nkowledge,0
konwledge,0
kowledge,0
konwledge,0
knwoledge,0
knwledge,0
knwoledge,0
knolwedge,0
knoledge,0
knolwedge,0
knoweldge,0
knowedge,0
knoweldge,0
knowldege,0
knowldge,0
knowldege,0
knowlegde,0
knowlege,0
knowlegde,0
knowledeg,0
knowlede,0
knowledeg,0
land,1
alnd,0
alnd,0
lnad,0
lnd,0
lnad,0
ladn,0
lad,0
ladn,0
language,1
alnguage,0
alnguage,0
lnaguage,0
lnguage,0
lnaguage,0
lagnuage,0
laguage,0
lagnuage,0
lanugage,0
lanuage,0
lanugage,0
langauge,0
langage,0
langauge,0
langugae,0
languge,0
langugae,0
languaeg,0
languae,0
languaeg,0
large,1
alrge,0
alrge,0
lrage,0
lrge,0
lrage,0
lagre,0
lage,0
lagre,0
lareg,0
lare,0
lareg,0
last,1
alst,0
alst,0
lsat,0
lst,0
lsat,0
lats,0
lat,0
lats,0
late,1
alte,0
alte,0
ltae,0
lte,0
ltae,0
laet,0
lae,0
laet,0
later,1
alter,0
alter,0
ltaer,0
lter,0
ltaer,0
laetr,0
laer,0
laetr,0
latre,0
latr,0
latre,0
laugh,1
alugh,0
alugh,0
luagh,0
lugh,0
luagh,0
laguh,0
lagh,0
laguh,0
lauhg,0
lauh,0
lauhg,0
law,1
alw,0
alw,0
lwa,0
lw,0
lwa,0
lawyer,1
alwyer,0
alwyer,0
lwayer,0
lwyer,0
lwayer,0
laywer,0
layer,0
laywer,0
laweyr,0
lawer,0
laweyr,0
lawyre,0
lawyr,0
lawyre,0
lay,1
aly,0
aly,0
lya,0
ly,0
lya,0
lead,1
elad,0
elad,0
laed,0
lad,0
laed,0
leda,0
led,0
leda,0
leader,1
elader,0
elader,0
laeder,0
lader,0
laeder,0
ledaer,0
leder,0
ledaer,0
leaedr,0
leaer,0
leaedr,0
leadre,0
leadr,0
leadre,0
machine,1
amchine,0
amchine,0
mcahine,0
mchine,0
mcahine,0
mahcine,0
mahine,0
mahcine,0
macihne,0
macine,0
macihne,0
machnie,0
machne,0
machnie,0
machien,0
machie,0
machien,0
magazine,1
amgazine,0
amgazine,0
mgaazine,0
mgazine,0
mgaazine,0
maagzine,0
maazine,0
maagzine,0
magzaine,0
magzine,0
magzaine,0
magaizne,0
magaine,0
magaizne,0
magaznie,0
magazne,0
magaznie,0
magazien,0
magazie,0
magazien,0
main,1
amin,0
amin,0
mian,0
min,0
mian,0
mani,0
man,0
mani,0
maintain,1
amintain,0
amintain,0
miantain,0
mintain,0
miantain,0
manitain,0
mantain,0
manitain,0
maitnain,0
maitain,0
maitnain,0
mainatin,0
mainain,0
mainatin,0
maintian,0
maintin,0
maintian,0
maintani,0
maintan,0
maintani,0
major,1
amjor,0
amjor,0
mjaor,0
mjor,0
mjaor,0
maojr,0
maor,0
maojr,0
majro,0
majr,0
majro,0
majority,1
amjority,0
amjority,0
mjaority,0
mjority,0
mjaority,0
maojrity,0
maority,0
maojrity,0
majroity,0
majrity,0
majroity,0
majoirty,0
majoity,0
majoirty,0
majortiy,0
majorty,0
majortiy,0
majoriyt,0
majoriy,0
majoriyt,0
make,1
amke,0
amke,0
mkae,0
mke,0
mkae,0
maek,0
mae,0
maek,0
man,1
amn,0
amn,0
mna,0
mn,0
mna,0
manage,1
amnage,0
amnage,0
mnaage,0
mnage,0
mnaage,0
maange,0
maage,0
maange,0
mangae,0
mange,0
mangae,0
manaeg,0
manae,0
manaeg,0
management,1
amnagement,0
amnagement,0
mnaagement,0
mnagement,0
mnaagement,0
maangement,0
maagement,0
maangement,0
mangaement,0
mangement,0
mangaement,0
manaegment,0
manaement,0
manaegment,0
managmeent,0
managment,0
managmeent,0
manageemnt,0
manageent,0
manageemnt,0
managemnet,0
managemnt,0
managemnet,0
managemetn,0
managemet,0
managemetn,0
manager,1
amnager,0
amnager,0
mnaager,0
mnager,0
mnaager,0
maanger,0
maager,0
maanger,0
mangaer,0
manger,0
mangaer,0
manaegr,0
manaer,0
manaegr,0
managre,0
managr,0
managre,0
national,1
antional,0
antional,0
ntaional,0
ntional,0
ntaional,0
naitonal,0
naional,0
naitonal,0
natoinal,0
natonal,0
natoinal,0
natinoal,0
natinal,0
natinoal,0
natioanl,0
natioal,0
natioanl,0
nationla,0
nationl,0
nationla,0
natural,1
antural,0
antural,0
ntaural,0
ntural,0
ntaural,0
nautral,0
naural,0
nautral,0
natrual,0
natral,0
natrual,0
natuarl,0
natual,0
natuarl,0
naturla,0
naturl,0
naturla,0
nature,1
anture,0
anture,0
ntaure,0
nture,0
ntaure,0
nautre,0
naure,0
nautre,0
natrue,0
natre,0
natrue,0
